"Key";"Type";"Desc";"English";"Українська [uk]"
"Item/ZiplineToolElectric";"Text";"";"Electric zipline tool@Equipping it allows you to ride up or down on ziplines.";"Electric zipline tool@Equipping it allows you to ride up or down on ziplines."
"LoadMenu/Load";"Text";"";"Loading...";"Завантаження..."
"LoadMenu/LoadingAssets";"Text";"";"Loading assets";"Завантаження ресурсів"
"LoadMenu/LoadingMenu";"Text";"";"Leaving world";"Покидання світу"
"LoadMenu/LoadingWorld";"Text";"";"Loading world";"Завантаження світу"
"LoadMenu/Tip0";"Text";"";"Make sure to anchor your raft before exploring an island!";"Обов'язково поставте свій пліт на якір перш ніж йти досліджувати острів!"
"LoadMenu/Tip1";"Text";"";"Cooked food is more nutritious!";"Приготована їжа поживніша!"
"LoadMenu/Tip10";"Text";"";"";""
"LoadMenu/Tip2";"Text";"";"Expand your raft by using the building hammer!";"Розширюйте свій пліт за допомогою будівельного молота!"
"LoadMenu/Tip3";"Text";"";"Blueprints found in the world are automatically added to your research table!";"Знайдені у світі креслення автоматично додаються до вашого дослідницького стола!"
"LoadMenu/Tip4";"Text";"";"Shark baits are useful when exploring reefs!";"Приманки для акул стануть в пригоді при дослідженні рифів!"
"LoadMenu/Tip5";"Text";"";"Sharks wont eat foundation armor!";"Акули не їдять укріплення основи!"
"LoadMenu/Tip6";"Text";"";"Make sure to keep your distance from puffer fishes when they explode!";"Make sure to keep your distance from puffer fishes when they explode!"
"LoadMenu/Tip7";"Text";"";"Want to play with others? Join our discord server to find new friends!";"Бажаєте пограти з кимось? Приєднуйтесь до нашого Discord-сервера, щоб знаходити нових друзів!"
"LoadMenu/Tip8";"Text";"";"Sleeping in a bed allows you to skip night time!";"Сон у ліжку дозволяє пропускати ночі!"
"LoadMenu/Tip9";"Text";"";"";""
"Menu/Accept";"Text";"";"Accept";"Прийняти"
"Menu/AdditionalSound";"Text";"";"Additional sound fx by:";"Додаткові звукові ефекти від:"
"Menu/AllowFriends";"Text";"";"Allow friends to join?";"Дозволити друзям приєднатися?"
"Menu/Apply";"Text";"";"Apply";"Застосувати"
"Menu/Artist";"Text";"";"Artist";"Художник"
"Menu/AuthAllowAll";"Text";"";"Everybody can join";"Будь-хто може приєднатися"
"Menu/AuthAllowFriends";"Text";"";"Friends can join";"Друзі можуть приєднатися"
"Menu/AuthAllowNone";"Text";"";"Nobody can join";"Ніхто не може приєднатися"
"Menu/Back";"Text";"";"Back";"Назад"
"Menu/CommunityManager";"Text";"";"Community Manager";"Керівник спільноти"
"Menu/ConnectFail";"Text";"";"Failed to join world";"Помилка доєднання до світу"
"Menu/ConnectFail_MissmatchID";"Text";"";"Your game version does not match the hosts game version";"Your game version does not match the hosts game version"
"Menu/ConnectFail_NotFriendWithHost";"Text";"";"You are not friends with host";"Ви не дружите з хостом"
"Menu/ConnectFail_Password";"Text";"";"Wrong password";"Неправильний пароль"
"Menu/ConnectTimeout";"Text";"";"Connection timed out";"Закінчився час підключення"
"Menu/Connecting";"Text";"";"Connecting";"Підключення"
"Menu/CreateNewWorld";"Text";"";"Create new world";"Створити новий світ"
"Menu/CreateWorldButton";"Text";"";"Create world";"Створити світ"
"Menu/Credits";"Text";"";"Credits";"Автори"
"Menu/Credits/";"Text";"";"";""
"Menu/Credits/AccountExecutive";"Text";"";"Account Executive";"Менеджер по роботі з клієнтами"
"Menu/Credits/CastingAssistant";"Text";"";"Casting Assistant";"Асистент з підбору акторів"
"Menu/Credits/CastingDirector";"Text";"";"Casting Director";"Директор з підбору акторів"
"Menu/Credits/DialogueEditor";"Text";"";"Dialogue Editor";"Редактор діалогів"
"Menu/Credits/HeadOfPostproduction";"Text";"";"Head of Postproduction";"Керівник з поствиробництва"
"Menu/Credits/HeadOfProduction";"Text";"";"Head of Production";"Керівник з виробництва"
"Menu/Credits/JuniorProductionManager";"Text";"";"Junior Production Manager";"Молодший менеджер з виробництва"
"Menu/Credits/MayaVoice";"Text";"";"Voice actor - Maya";"Акторка озвучення — Maya"
"Menu/Credits/ProductionSupport";"Text";"";"Production Support";"Підтримка з виробництва"
"Menu/Credits/RouhiVoice";"Text";"";"Voice actor - Rouhi";"Актор озвучення — Rouhi"
"Menu/Credits/Story";"Text";"";"Game Writer";"Письменник гри"
"Menu/Credits/VoiceDirector";"Text";"";"Voice Director";"Режисер озвучення"
"Menu/Credits/VoiceRecordingEngineers";"Text";"";"Voice Recording Engineers";"Інженери звукозапису"
"Menu/Delete";"Text";"";"Delete";"Видалити"
"Menu/DeleteWorldButton";"Text";"";"Delete";"Видалити"
"Menu/Developer";"Text";"";"Developer:";"Розробник:"
"Menu/Difficulty";"Text";"";"Difficulty";"Складність"
"Menu/DoYouWantToSave";"Text";"";"Do you want to save before you exit?";"Зберегти перед виходом?"
"Menu/Done";"Text";"";"Done";"Готово"
"Menu/EmptyName";"Text";"";"Name can't be empty";"Назва не може бути порожньою"
"Menu/EnterText";"Text";"";"Enter text...";"Уведіть текст..."
"Menu/Exit";"Text";"";"Exit";"Вихід"
"Menu/ExitGame";"Text";"";"Exit game?";"Вийти з гри?"
"Menu/FemaleVoice";"Text";"";"Female voice";"Жіночий голос"
"Menu/Fishing/BaitMenuFishingBait";"Text";"";"Fishing bait";"Рибальська наживка"
"Menu/Fishing/OpenBaitMenu";"Text";"";"Choose bait";"Вибрати наживку"
"Menu/HelpCenter";"Text";"";"Help center";"Довідковий центр"
"Menu/Host";"Text";"";"Host";"Хост"
"Menu/HostConnectionFailed";"Text";"";"Trying to connect to host...";"Trying to connect to host..."
"Menu/Ignore";"Text";"";"Ignore";"Ігнорувати"
"Menu/InvalidName";"Text";"";"Name is invalid";"Назва неприпустима"
"Menu/JoinGame";"Text";"";"Join world";"Доєднатися до світу"
"Menu/LastPlayed";"Text";"";"Last played";"Востаннє зіграно"
"Menu/LoadWorld";"Text";"";"Load world";"Завантажити"
"Menu/LostConnection";"Text";"";"Disconnected from Steam.
Restart Raft and try again.";"Відключено від Steam.
Перезапустіть Raft і спробуйте ще раз."
"Menu/MainMenu";"Text";"";"Main menu";"Головне меню"
"Menu/MaleVoice";"Text";"";"Male voice";"Чоловічий голос"
"Menu/Music";"Text";"";"Music";"Музика"
"Menu/NameExists";"Text";"";"Name already exists";"Назва вже існує"
"Menu/New";"Text";"";"New";"Новий"
"Menu/NewWorld";"Text";"";"New world";"Новий світ"
"Menu/Next";"Text";"";"Next";"Наступне"
"Menu/No";"Text";"";"No";"Ні"
"Menu/NoFriends";"Text";"";"Host not allowing friends to join";"Host not allowing friends to join"
"Menu/NoGamesFound";"Text";"";"No worlds could be found.
You can only connect to worlds hosted by a Steam friend.";"Ніяких світів не було знайдено.
Ви можете підключатися лише до світів, розміщених у друзів Steam."
"Menu/NoOnlineConnection";"Text";"";"No connection to steam.
Refresh or restart Raft and try again.";"Немає підключення з Steam.
Оновіть список або перезапустіть Raft і спробуйте ще раз."
"Menu/OfflineWarning";"Text";"";"No connection to steam. Some features will not work without an internet connection.";"Немає підключення з Steam. Деякі функції не працюватимуть без підключення до Інтернету."
"Menu/OpenWorldFolder";"Text";"";"Open world folder path";"Відкрити теку світу"
"Menu/Password";"Text";"";"Password";"Пароль"
"Menu/Permanently";"Text";"";"Permanently";"Назавжди"
"Menu/Previous";"Text";"";"Previous";"Попереднє"
"Menu/Programmer";"Text";"";"Programmer";"Програміст"
"Menu/Publisher";"Text";"";"Publisher:";"Видавець:"
"Menu/RaftBuiltBy";"Text";"";"Raft built by: {[RaftBuiltByName]}";"Пліт побудований: {[RaftBuiltByName]}"
"Menu/ReallyUnstuck";"Text";"";"Teleport to safe location?";"Телепортуватися у безпечне місце?"
"Menu/RefreshButton";"Text";"";"Refresh";"Оновити"
"Menu/ReturnToGame";"Text";"";"Return to game";"Повернутися до гри"
"Menu/SaveWorld";"Text";"";"Save world";"Зберегти світ"
"Menu/Settings";"Text";"";"Settings";"Налаштування"
"Menu/Sound Design";"Text";"";"Sound Design";"Звукорежисер"
"Menu/Unstuck";"Text";"";"Unstuck";"Зняти"
"Menu/WithHelpFrom";"Text";"";"With help from:";"З допомогою:"
"Menu/World";"Text";"";"World";"Світ"
"Menu/WorldBackups";"Text";"";"World backups";"Резервні копії світу"
"Menu/WorldName";"Text";"";"World name";"Назва світу"
"Menu/WorldNamePlaceholder";"Text";"";"Your world name";"Назва вашого світу"
"Menu/WorldSaved";"Text";"";"World saved";"Світ збережено"
"Menu/Yes";"Text";"";"Yes";"Так"
"Notebook/FoundItems";"Text";"";"Found items";"Found items"
"QuestItem/Balboa_BrunosTool_Hammer";"Text";"";"Brunos hammer";"Brunos hammer"
"QuestItem/Balboa_BrunosTool_Saw";"Text";"";"Brunos saw";"Brunos saw"
"QuestItem/Balboa_BrunosTool_Wrench";"Text";"";"Brunos wrench";"Brunos wrench"
"QuestItem/Balboa_LightBulb";"Text";"";"Lightbulb";"Lightbulb"
"QuestItem/Balboa_WildBerries";"Text";"";"Wild berries";"Wild berries"
"QuestItem/Caravan_BatteryChargerPart";"Text";"";"Battery charger part";"Частина зарядного пристрою"
"QuestItem/Caravan_KeyInfirmary";"Text";"";"Infirmary key";"Infirmary key"
"QuestItem/Caravan_KeyMayor";"Text";"";"Mayor's chest key";"Mayor's chest key"
"QuestItem/Caravan_ZiplinePart";"Text";"";"Zipline part";"Zipline part"
"QuestItem/Tangaroa_GeneratorPart";"Text";"";"Generator part";"Generator part"
"QuestItem/Tangaroa_KeyCard";"Text";"";"Tangaroa keycard";"Tangaroa keycard"
"QuestItem/Tangaroa_Tape";"Text";"";"Tape";"Tape"
"QuestItem/Tangaroa_Token";"Text";"";"Vending Machine Token";"Vending Machine Token"
"QuestItem/Temperance_Blowtorch";"Text";"";"Blowtorch";"Blowtorch"
"QuestItem/Temperance_ControlRod";"Text";"";"Control rod";"Control rod"
"QuestItem/Temperance_ElectricalCable";"Text";"";"Electrical cable";"Electrical cable"
"QuestItem/Temperance_ReactorKey";"Text";"";"Reactor key";"Reactor key"
"QuestItem/Temperance_SeleneGateKey";"Text";"";"Selene key";"Selene key"
"QuestItem/Utopia_Cable";"Text";"";"Electrical cable";"Electrical cable"
"QuestItem/Utopia_CarbonDioxideCanister";"Text";"";"Carbon dioxide canister";"Carbon dioxide canister"
"QuestItem/Utopia_DettoCode";"Text";"";"Part of Detto's code";"Part of Detto's code"
"QuestItem/Utopia_Hammer";"Text";"";"Hammer";"Hammer"
"QuestItem/Utopia_Harpoon";"Text";"";"Harpoon";"Harpoon"
"QuestItem/Utopia_KeyEntrance";"Text";"";"Entrance key";"Entrance key"
"QuestItem/Utopia_KeyPhase1";"Text";"";"Warehouse key";"Warehouse key"
"QuestItem/Utopia_KeyPrison";"Text";"";"Master key";"Master key"
"QuestItem/Utopia_OlofKey";"Text";"";"Olofs key";"Olofs key"
"QuestItem/Varuna_CraneKey";"Text";"";"Crane key";"Crane key"
"QuestItem/Varuna_MotherloadKey";"Text";"";"Motherload key";"Motherload key"
"QuestItem/Varuna_MotherlodeKey";"Text";"";"Motherlode key";"Motherlode key"
"QuestItem/Varuna_SpotlightPart";"Text";"";"Spotlight part";"Spotlight part"
"QuestItem/Vasagatan_BlueKey";"Text";"";"Blue key";"Синій ключ"
"QuestItem/Vasagatan_BoltCutter";"Text";"";"Bolt cutter";"Bolt cutter"
"QuestItem/Vasagatan_Bomb";"Text";"";"Bomb";"Bomb"
"QuestItem/Vasagatan_BombWire";"Text";"";"Electrical wires";"Electrical wires"
"QuestItem/Vasagatan_Bullet";"Text";"";"Bullet";"Куля"
"QuestItem/Vasagatan_CarJack";"Text";"";"Car jack";"Car jack"
"QuestItem/Vasagatan_Crowbar";"Text";"";"Crowbar";"Crowbar"
"QuestItem/Vasagatan_FourDigitCode";"Text";"";"Four digit code";"Four digit code"
"QuestItem/Vasagatan_GasTank";"Text";"";"Gas tank";"Gas tank"
"QuestItem/Vasagatan_GreenKey";"Text";"";"Green key";"Зелений ключ"
"QuestItem/Vasagatan_KeyCard";"Text";"";"Key card";"Key card"
"QuestItem/Vasagatan_Lighter";"Text";"";"Lighter";"Lighter"
"QuestItem/Vasagatan_MechanicalPart";"Text";"";"Mechanical part";"Mechanical part"
"QuestItem/Vasagatan_Recorder";"Text";"";"Recorder";"Recorder"
"QuestItem/Vasagatan_RedKey";"Text";"";"Red key";"Червоний ключ"
"Radar/Antenna";"Text";"";"Antenna";"Антена"
"Radar/AntennaRequiresReciever";"Text";"";"Antenna requires receiver";"Для антени потрібен приймач"
"Radar/Distance";"Text";"";"DISTANCE";"ВІДСТАНЬ"
"Radar/FrequencyCycle";"Text";"";"Switch number";"Перемкнути цифру"
"Radar/FrequencyDecrease";"Text";"";"Decrease number";"Зменшити цифру"
"Radar/FrequencyIncrease";"Text";"";"Increase number";"Збільшити цифру"
"Radar/InvalidFrequency";"Text";"";"INVALID FREQUENCY";"НЕДІЙСНА ЧАСТОТА"
"Radar/NotConnected";"Text";"";"NOT CONNECTED";"НЕ ПІД'ЄДНАНО"
"Radar/Power";"Text";"";"Power";"Живлення"
"Radar/Radar";"Text";"";"RADAR";"РАДАР"
"Radar/RecieverAltitude";"Text";"";"REQUIRES HIGHER ALTITUDE";"ПОТРІБНА БІЛЬША ВИСОТА"
"Radar/TooCloseAntenna";"Text";"";"TOO CLOSE TO OTHER ANTENNA";"НАДТО БЛИЗЬКО ДО ІНШОЇ АНТЕНИ"
"Radar/TooCloseReciever";"Text";"";"TOO CLOSE TO RECEIVER";"НАДТО БЛИЗЬКО ДО ПРИЙМАЧА"
"Radar/TooFarFromReciever";"Text";"";"TOO FAR FROM RECEIVER";"НАДТО ДАЛЕКО ВІД ПРИЙМАЧА"
"Radar/UpdateRequired";"Text";"";"Update required";"Потрібне оновлення"
"Radar/WrongAltitude";"Text";"";"WRONG ALTITUDE";"НЕПРАВИЛЬНА ВИСОТА"
"Settings/Audio";"Text";"";"Audio";"Звук"
"Settings/Controls";"Text";"";"Controls";"Керування"
"Settings/General";"Text";"";"General";"Загальне"
"Settings/Graphics";"Text";"";"Graphics";"Графіка"
"Story/BalboaIsland/CorreasDiary1";"Text";"";"Three months ago my sister Astrid and I were put in charge of the Ranger Station on Balboa. We handled the bear population and kept the relay towers operational. The next shift was meant to start weeks back. But the replacements never showed up.

HENRY suggested that I start writing things down after Astrid disappeared so that I'm not feeling so lonely anymore.
~BRUNO";"Three months ago my sister Astrid and I were put in charge of the Ranger Station on Balboa. We handled the bear population and kept the relay towers operational. The next shift was meant to start weeks back. But the replacements never showed up.

HENRY suggested that I start writing things down after Astrid disappeared so that I'm not feeling so lonely anymore.
~BRUNO"
